platform,post_id,comment,topic,neg_sentiment (%),pos_sentiment (%),neu_sentiment (%),sentiment_label,actionable_insight,2025-09-03
instagram,DMlBocDs2bc,wat ik tot nu toe zie word ik best vrolijk van,Positive fan sentiment,8.19,75.62,16.19,positive,→ Investigate and address concerns about player injuries.,2025-09-03
instagram,DMlBocDs2bc,TOPPERS 🔥🔥🔥,Fan enthusiasm,8.46,83.07,8.46,positive,→ Create content highlighting Perisic’s skill and impact.,2025-09-03
instagram,DMlBocDs2bc,Gasiorowski speelt erg sterk!,Gasiorowski performance,7.62,52.52,39.86,positive,→ Develop a strategy to capitalize on the Bommel family connection.,2025-09-03
instagram,DMk0XSfsW6E,❤️🤍,Fan support,8.46,81.65,9.88,positive,→ Produce content showcasing Gasiorowski's strengths.,2025-09-03
instagram,DMk0XSfsW6E,💪,Fan encouragement,8.35,79.44,12.21,positive,→  Produce engaging content reflecting overall fan enthusiasm.,2025-09-03
instagram,DMk0XSfsW6E,"Laten we er nou niet zo’n ding van maken, lekker voetballen",Relaxed expectations,8.48,33.57,57.95,neutral,→  Analyze player shot decision strategies for improved performance.,2025-09-03
instagram,DMk0XSfsW6E,Heel veel succes we kijken uit naar het komende seizoen en we weten dat je je best altijd geeft👏,Future season anticipation,8.47,81.62,9.9,positive,→  Generate content reinforcing the positive sentiment surrounding the team.,2025-09-03
instagram,DMk0XSfsW6E,🔥🔥🔥🙌,Fan enthusiasm,8.43,83.15,8.43,positive,UNKNOWN,2025-09-03
instagram,DMk0XSfsW6E,🔥🔥🐐,Player appreciation (Jerdy),8.51,82.98,8.51,positive,UNKNOWN,2025-09-03
instagram,DMk0XSfsW6E,Past je goed Jerdy!!,Fan enthusiasm,8.45,81.31,10.24,positive,UNKNOWN,2025-09-03
instagram,DMk0XSfsW6E,👏👏👏 met trots!,Fan enthusiasm,8.43,83.15,8.43,positive,UNKNOWN,2025-09-03
instagram,DMk0XSfsW6E,🔥❤️,Fan enthusiasm,8.42,83.15,8.42,positive,UNKNOWN,2025-09-03
instagram,DMk0XSfsW6E,👏👏,Fan enthusiasm,8.46,83.08,8.46,positive,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,Waren altijd die van Bommel alleen maar omdat ze vader Mark van Bommel eens zijn nog zoveel andere spelers ook,Van Bommel family connection,8.26,18.02,73.71,neutral,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,👏👏👏,Fan enthusiasm,8.45,83.09,8.45,positive,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,Perisic 😍,Perisic admiration,8.51,82.97,8.51,positive,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,Very good play by this player in the match today... good decision to take the shot that helped PSV score 1 goal🙌🙌👏👏,Player shot decision,8.49,83.02,8.49,positive,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,Veel te duur gekocht en meteen geblesseerd lol zoals helft van seizoen echt goeie aankoop 😂😂,"Overpaid, injury concerns (humorous criticism)",52.0,7.72,40.27,negative,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,RvB 🔥🟥⬜️,RvB support,7.75,63.86,28.39,positive,UNKNOWN,2025-09-03
instagram,DMk5xfcMcwO,Wie is de captain?,Captain status,8.39,13.92,77.69,neutral,Implement wider-angle camera systems to improve visibility from the 'bune' areas.,2025-09-03
instagram,DMkyZHbs4hI,Wisseltje Nagalo mag ik hopen,Nagalo signing,8.39,14.38,77.23,neutral,Investigate the WC shortage near the west tribune and implement a solution.,2025-09-03
instagram,DMkyZHbs4hI,👏👏👏🔥,Positive support,8.46,83.08,8.46,positive,Review and replace the existing white stadium plaques.,2025-09-03
instagram,DMkyZHbs4hI,❤️🤍,Brand loyalty,8.39,80.14,11.47,positive,Adjust the placement of LED screens to eliminate obstructed views.,2025-09-03
instagram,DMkyZHbs4hI,Jammer dat er op de hele vandaag geen mogelijkheid was voor handtekeningen. Na de wedstrijd was iedereen meteen weg een aantal gingen uitlopen maar hadden ook geen aandacht voor de fans. Is het zoveel gevraagd om die lui een half uur handtekeningen uit te laten delen? Zo jammer die teleurgestelde kinderen.,Missed autographs,21.02,14.55,64.43,neutral,Monitor player fitness and tailor training regimens accordingly.,2025-09-03
instagram,DMkyZHbs4hI,@jort_tillaar ge bent ontslagen kut,Player dismissal (Jort Tillaar),60.67,7.71,31.62,negative,Create content celebrating player successes and positive moments.,2025-09-03
instagram,DMkyZHbs4hI,@miranda.de.mol  edwin staat er met grote glimlach op❤️,Player appreciation (Edwin),8.21,76.46,15.32,positive,Respond to fan inquiries about shirt availability and stock levels.,2025-09-03
instagram,DMkyZHbs4hI,😍,Positive sentiment,8.47,83.06,8.47,positive,Acknowledge and appreciate player contributions through targeted campaigns.,2025-09-03
instagram,DMkyZHbs4hI,Kan je die zwarte shirts kopen @psvfanstore ?,Shirt purchase inquiry,9.35,8.63,82.02,neutral,Foster a sense of community and belonging among PSV supporters.,2025-09-03
instagram,DMkyZHbs4hI,Beste club,Positive praise,8.45,83.1,8.45,positive,Maintain and enhance the overall stadium experience for all visitors.,2025-09-03
instagram,DMkw59usGK1,Great pub at the ground !,Pub experience,8.42,83.15,8.42,positive,Celebrate PSV’s history and legendary players through historical content.,2025-09-03
instagram,DMkw59usGK1,one day I will be there @psv 😍,Dream aspiration,8.48,83.04,8.48,positive,Ensure consistent positive fan sentiment through proactive engagement.,2025-09-03
instagram,DMkw59usGK1,Ronaldo Nazario @psv 🚀,Nostalgic reference (Ronaldo Nazario),7.72,62.59,29.69,positive,Promote and support PSV’s brand identity and colors.,2025-09-03
instagram,DMkw59usGK1,Mooi bij ons op noord. Alleen zijn er ineens veel minder mannen wc’s…,Stadium facilities (WC shortage),28.63,7.88,63.49,neutral,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,Nu de wc’s beneden bij de westtribune aanpakken en de bar,Stadium facilities (WC upgrade),8.21,15.99,75.81,neutral,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,Als we die lelijke witte platen nou ook eens zouden weghalen...,Stadium aesthetics (plaque removal),14.03,13.39,72.57,neutral,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,Misschien die led schermen aanpassen aangezien mensen op de bune niet eens het veld meer kunnen zien op sommige plekken…,Stadium visuals (screen obstruction),8.43,14.15,77.42,neutral,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,@trommarspuitwerken 🔥🔥,Positive sentiment,8.53,82.72,8.75,positive,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,🔥🔥😍,Positive sentiment,8.45,83.09,8.45,positive,UNKNOWN,2025-09-03
instagram,DMkw59usGK1,❤️🤍,Brand loyalty,8.39,80.14,11.47,positive,UNKNOWN,2025-09-03
instagram,DMkvV3_MZyG,👏👏👏🔥,Fan enthusiasm,8.44,83.12,8.44,positive,→ Schedule more content celebrating player successes to fuel enthusiasm.,2025-09-03
instagram,DMkvV3_MZyG,🔥🔥👕,Merchandise request,7.94,70.01,22.05,positive,→ Develop and promote new merchandise designs to capitalize on demand.,2025-09-03
instagram,DMkvV3_MZyG,🔥,General support,8.38,79.98,11.64,positive,→ Increase engagement with general fan posts to foster support.,2025-09-03
instagram,DMkvV3_MZyG,Psv play is weer aant klote met inloggen,Tactical criticism (play),25.29,9.81,64.89,neutral,→ Analyze and adjust the team’s tactical approach based on feedback.,2025-09-03
instagram,DMkvV3_MZyG,Waar kan je het zien,Request for viewing location,8.54,11.08,80.37,neutral,→ Provide a clear and accessible guide to viewing locations.,2025-09-03
instagram,DL8DiPnMIOF,🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱,Polish fan presence,7.64,39.67,52.69,neutral,→ Target content specifically to engage the Polish fan base.,2025-09-03
instagram,DL8DiPnMIOF,Good match brother strong🙏🙌🏻❤️🔥🫶💪🏻,Player praise (strong performance),8.41,83.18,8.41,positive,→ Highlight outstanding player performances in marketing materials.,2025-09-03
instagram,DL8DiPnMIOF,🇵🇱🇵🇱🇵🇱,Polish fan presence,7.71,34.98,57.31,neutral,→ Expand communication channels to reach the Polish fan base.,2025-09-03
instagram,DL8DiPnMIOF,,N/A (irrelevant),66.3,7.85,25.85,negative,→ Ignore irrelevant comments.,2025-09-03
instagram,DL8DiPnMIOF,come to Poland 🇵🇱🇵🇱🇵🇱🦅🦅🦅,Polish fan presence,7.92,69.18,22.9,positive,→ Develop loyalty programs that reward paying supporters.,2025-09-03
instagram,DL9fGp-Me60,Zo jammer dat je als betalende supporter geen korting meer krijgt! Het punten systeem wat ze daar tegenover hebben gezet is een lachertje! Jammer @psv,Ticket pricing dissatisfaction,67.19,7.92,24.89,negative,→ Promote Pepi's contributions through targeted campaigns.,2025-09-03
instagram,DL9fGp-Me60,We love pepi,Player praise (Pepi),8.41,83.18,8.41,positive,→ Respond directly to player mentions across platforms.,2025-09-03
instagram,DL9fGp-Me60,@tim.maasland,Player mention (@tim.maasland),8.26,14.47,77.27,neutral,→ Generate more positive content to reinforce fan optimism.,2025-09-03
instagram,DL9fGp-Me60,🔥🔥🔥🔥,General support,8.51,82.31,9.18,positive,→ Amplify fan expressions of support through social media.,2025-09-03
instagram,DL9fGp-Me60,❤️❤️❤️,General support,8.5,83.0,8.5,positive,→ Boost fan confidence with improvements to the team’s performance.,2025-09-03
instagram,DL9fGp-Me60,So perfect 😍,Positive sentiment (perfect),8.4,83.19,8.4,positive,→ Address previous season comparisons to manage expectations.,2025-09-03
instagram,DL9fGp-Me60,❤️😍,Positive sentiment (perfect),8.42,83.17,8.42,positive,→ Create celebratory moments to increase fan engagement.,2025-09-03
instagram,DL9fGp-Me60,Weer zo’n witte achterkant net als 22/23…,Comparison to previous season,8.16,18.29,73.55,neutral,→ Promote fan engagement through interactive content.,2025-09-03
instagram,DL7xvBxM6_Q,🔥🙌,General support,8.47,83.05,8.47,positive,UNKNOWN,2025-09-03
instagram,DL7xvBxM6_Q,🔥,General support,8.38,79.98,11.64,positive,UNKNOWN,2025-09-03
instagram,DL7xvBxM6_Q,Mabrouk 😍😍,Fan enthusiasm,8.46,83.08,8.46,positive,→ Immediately publish content on YouTube to avoid delays.,2025-09-03
instagram,DL7xvBxM6_Q,❤️❤️,Fan enthusiasm,8.43,83.15,8.43,positive,→ Explore ways to engage Spanish fans through targeted content.,2025-09-03
instagram,DL7xvBxM6_Q,"Ik begrijp het niet helemaal, verlengen voor 2 jaar, debuut in het 1ste of uberhaupt speler van het 1ste is beide nog niet zo.",Player debut uncertainty (Orsic),18.87,9.72,71.42,neutral,→ Investigate Scofieldd's fitness level and adjust training accordingly.,2025-09-03
instagram,DL7uDqNMlMf,🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱,Polish fan support,7.72,60.77,31.51,positive,→ Actively respond to fan speculation about squad additions.,2025-09-03
instagram,DL7uDqNMlMf,come to Poland 🇵🇱🇵🇱🇵🇱🦅🦅🦅,Polish fan support,8.16,75.6,16.24,positive,→ Prioritize YouTube content distribution for timely updates.,2025-09-03
instagram,DL7st1pM7Or,🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱🇵🇱,Polish fan support,7.72,60.77,31.51,positive,→ Create content celebrating Polish fan support.,2025-09-03
instagram,DL7st1pM7Or,❤️❤️❤️❤️❤️,Fan enthusiasm,8.42,83.17,8.42,positive,→ Address Ajax’s content strategy for a competitive edge.,2025-09-03
instagram,DL7st1pM7Or,come to Poland 🇵🇱🇵🇱🇵🇱🦅🦅🦅,Polish fan support,8.16,75.6,16.24,positive,→ Respond to fan inquiries regarding Orsic’s debut potential.,2025-09-03
instagram,DL7ndsUMjc_,Que guay yarek . En mi equipo psv .❤️ yo soy español,Fan support (Spain),8.43,80.96,10.62,positive,→  Acknowledge and appreciate fan enthusiasm through regular engagement.,2025-09-03
instagram,DL7ndsUMjc_,Wat is dit voor een stink hippe,Negative player assessment (Unspecified),32.04,7.76,60.2,neutral,→  Investigate and address concerns about player fitness.,2025-09-03
instagram,DL7ndsUMjc_,👏,Fan appreciation,8.51,82.2,9.29,positive,→  Encourage fan participation and enthusiasm through interactive content.,2025-09-03
instagram,DL7ndsUMjc_,🔥🔥,Fan appreciation,8.49,83.02,8.49,positive,→  Confirm Orsic’s debut timeline with fans.,2025-09-03
instagram,DL7ndsUMjc_,❤️,Fan appreciation,8.5,82.14,9.36,positive,→  Directly address negative comments about players with constructive feedback.,2025-09-03
instagram,DL7ndsUMjc_,Jesus?,Player mention (Jesus),8.47,11.27,80.26,neutral,→  Recognize and appreciate fan support from Poland.,2025-09-03
instagram,DL7ndsUMjc_,Welcome @yarekgasiorowski5,Player mention (Yarekgasiorowski),8.17,75.94,15.89,positive,→  Promote Yarekgasiorowski’s insights and opinions.,2025-09-03
instagram,DL7J-11sg5T,12 juli? 😮,Transfer date speculation (12 July),8.51,10.56,80.93,neutral,→  Publish content on the 12th of July to generate excitement.,2025-09-03
instagram,DL7J-11sg5T,Succes,Positive encouragement,8.53,82.48,8.99,positive,→  Cultivate a conversational tone to fuel squad addition speculation.,2025-09-03
instagram,DL7J-11sg5T,Let's spill the tea on who's joining the squad! 💅🗣️✨,Squad addition speculation,7.55,44.27,48.18,neutral,→  Increase YouTube content production for wider reach.,2025-09-03
instagram,DL7J-11sg5T,Waarom zenden hun het gewoon niet op YouTube Ajax en nac doen het ook in plaats van geld betalen,Content distribution preference (Ajax),8.22,17.97,73.81,neutral,UNKNOWN,2025-09-03
instagram,DL7J-11sg5T,In geval van nood wel gelijk overschakelen naar YouTube en niet afwachten en niks over laten horen. Hoop dat in de play deze keer wel goed werkt.,Content distribution preference (YouTube),8.21,18.77,73.02,neutral,UNKNOWN,2025-09-03
instagram,DL7J-11sg5T,Come on psv en de Duitsers verslaan ❤️🤍❤️🇳🇱⚔️,Duitsers (Germans) – Victory Request,8.29,78.47,13.24,positive,Prioritize communication about Saibari's availability.,2025-09-03
instagram,DL7J-11sg5T,Annouce Gasirowski Kovar en Van Bommel waar blijft de presentatie???😉❤️🤍,"Gasirowski, Kovar, Van Bommel – Presentation Demand",8.03,72.71,19.26,positive,Improve the clarity and flow of the match commentary.,2025-09-03
instagram,DL7J-11sg5T,Don't sell Bakayoko to leverkusen,Bakayoko – Leverkusen Sale Opposition,33.69,7.71,58.6,neutral,Investigate Scofieldd’s conditioning to address speed concerns.,2025-09-03
instagram,DMvhs7PML_Z,Eindhoven win!!,Eindhoven – Victory Celebration,8.43,83.14,8.43,positive,Develop a strategic response to Ajax rivalry themes.,2025-09-03
instagram,DMvhs7PML_Z,🇲🇦🇲🇦❤️,Morocco – Fan Support,8.32,79.02,12.66,positive,Explore opportunities to involve fans in player trial requests.,2025-09-03
instagram,DMvpGuosvvK,🔥🔥,Fire – General Excitement,8.02,72.21,19.76,positive,Increase communication about new player acquisitions.,2025-09-03
instagram,DMvpGuosvvK,Esmir need.to.play.more.this season,Esmir – Tactical Play Request,8.0,22.88,69.12,neutral,Address fan concerns regarding Nagalo’s performance.,2025-09-03
instagram,DMvpGuosvvK,❤️🤍💪🏽💪🏽,Strong – General Support,8.49,83.01,8.49,positive,Generate content highlighting Eindhoven's success.,2025-09-03
instagram,DMvdkqcMSna,❤️,Heart – General Support,7.96,70.43,21.62,positive,Respond to general fan support with appreciation.,2025-09-03
instagram,DMvdkqcMSna,Mooi gebaar ❤️,Gesture – Positive Sentiment,8.4,80.55,11.05,positive,Acknowledge and validate fan emotions regarding the loss.,2025-09-03
instagram,DMvdkqcMSna,Sterkte met dit verlies🤛,Loss – Sympathy/Condolence,9.83,26.9,63.27,neutral,Expand fan engagement with multilingual support.,2025-09-03
instagram,DMvdkqcMSna,❤️❤️❤️❤️❤️sterkte,Heart – General Support,8.42,80.85,10.73,positive,Fuel excitement with targeted content.,2025-09-03
instagram,DMvbjzEsclh,"Greetings 🫡 I am Henry from Nigeria 🇳🇬 am 19 old 
I am sorry for jumping in your profile… I am a footballer I play from the left and right winger 
I am a right foot 🦶 
Can I have an opportunity for  Trial to start up my professional football career",Henry – Trial Opportunity Request,8.14,19.18,72.68,neutral,Offer greater accessibility to sports viewing options.,2025-09-03
instagram,DMvbjzEsclh,Land nieuwe Frenkie,Frenkie – New Player Acquisition,8.08,18.58,73.34,neutral,Investigate and clarify Saibari’s current playing status.,2025-09-03
instagram,DMvbjzEsclh,,Nan – Irrelevant Comment,68.87,7.92,23.21,negative,UNKNOWN,2025-09-03
instagram,DMvbjzEsclh,"Wissel aub die Nagalo, die is me toch slecht😂😂",Nagalo – Tactical Adjustment Request,10.1,19.76,70.14,neutral,UNKNOWN,2025-09-03
instagram,DMvbjzEsclh,Psv speelt wel echt haperend vandaag… of is dat het beeld,Match Play – Performance Observation,8.29,15.79,75.92,neutral,UNKNOWN,2025-09-03
instagram,DMvbjzEsclh,Laat die land maar meer spelen,Land – More Playing Time Request,8.13,18.06,73.81,neutral,UNKNOWN,2025-09-03
instagram,DMvVIPRM0wy,blij dat ik toch een site heb waar ik alle sportwedstrijden over heel de wereld kan zien zonder 25 euro te betalen,Sports Viewing – Customer Satisfaction,7.74,32.24,60.02,neutral,UNKNOWN,2025-09-03
instagram,DMvVIPRM0wy,Waar is saibari,Saibari – Player Availability Inquiry,8.64,9.91,81.45,neutral,UNKNOWN,2025-09-03
instagram,DMvVIPRM0wy,"Ben net voor 25,- gelicht door psv+… het duurt kennelijk 3 uur voordat je aankoop verwerkt is in het systeem",Payment processing issues,50.74,7.64,41.61,negative,Improve payment processing speed to reduce transaction delays.,2025-09-03
instagram,DMvVIPRM0wy,Pepi gaat er echt minstens 25 maken in de eredivisie dit jaar,Pepi scoring potential,7.78,64.29,27.93,positive,→ Investigate Pepi’s training regimen to maximize his goal-scoring potential.,2025-09-03
instagram,DMvVIPRM0wy,Komen alle wedstrijden op PSV+?,PSV+ broadcast availability,8.42,11.56,80.02,neutral,→ Confirm broadcast availability for all matches on PSV+.,2025-09-03
instagram,DMvVIPRM0wy,Belachelijk zo kun je toch niet kijken haperend beeld,Streaming quality problems,66.95,7.89,25.16,negative,→ Optimize streaming infrastructure to eliminate buffering issues.,2025-09-03
instagram,DMvVIPRM0wy,4-1 dan maar vandaag 🔥🔴⚪️😜,Match result reaction,7.84,29.08,63.08,neutral,→ Share positive match reactions across platforms to foster fan engagement.,2025-09-03
instagram,DMvVIPRM0wy,How is Pepi already back? Wishing him great health and a great year.,Pepi’s recovery status,8.49,83.02,8.49,positive,→ Monitor Pepi’s recovery progress and provide updates to fans.,2025-09-03
instagram,DMvVIPRM0wy,Pepi 🔥,Pepi praise,8.5,83.01,8.5,positive,→ Highlight positive player praise to amplify player value.,2025-09-03
instagram,DMuCsaFMqPH,Esmir very good 🔥🙌,Esmir praise,8.4,83.2,8.4,positive,→ Acknowledge and appreciate fan praise for Esmir.,2025-09-03
instagram,DMuCsaFMqPH,@patrick_van_de_louw klopt,Van de Louw agreement,8.11,18.61,73.28,neutral,→ Verify the details of Van de Louw's agreement publicly.,2025-09-03
instagram,DMuCsaFMqPH,Schijt aan Psv plus of play.. Gewoon uitzenden,Preference for YouTube streams,8.09,19.19,72.72,neutral,→ Explore transitioning streaming to YouTube for improved accessibility.,2025-09-03
instagram,DMuCsaFMqPH,"Altijd PSV Play… laat het gewoon op YouTube zien, dat zou voor iedereen beter en makkelijker zijn.

Hopelijk werkt PSV Play niet en moeten ze het weer op YouTube uitzenden.",Preference for YouTube streams,8.02,22.09,69.88,neutral,→ Shift streaming content exclusively to YouTube to meet fan demand.,2025-09-03
instagram,DMuCsaFMqPH,Psvplay moet stoppen doe het gw op het YouTube kaanaal,Demand for YouTube streams,8.45,12.45,79.1,neutral,→ Continue generating positive reactions in social media content.,2025-09-03
instagram,DMuCsaFMqPH,🔥🔥🔥🙌,Positive reaction,8.49,83.01,8.49,positive,"→ Analyze tactical elements like shots, defense, and goalkeeping for insightful commentary.",2025-09-03
instagram,DMuCsaFMqPH,"Lots of shots on goal, alert defense and a good, agile goalkeeper. Good luck in today's match. The more shots, the more goals or scoring chances. Will today's match be broadcast on YouTube?","Tactical analysis – shots, defense, goalkeeper",8.37,79.9,11.72,positive,→ Investigate and block the use of unofficial streaming services.,2025-09-03
instagram,DMuCsaFMqPH,Gratis op camel live tv 😂,Using unofficial streaming service,14.39,14.18,71.43,neutral,→ Maintain a consistent flow of positive social media content.,2025-09-03
instagram,DMuCsaFMqPH,Beter komt het op YouTube vanavond,Preference for YouTube streams,8.02,21.02,70.96,neutral,→ Provide in-depth analysis of goalkeeper performance.,2025-09-03
instagram,DMp_4wOsDeo,🔥🔥🔥,Positive reaction,8.46,81.23,10.31,positive,→ Address fan requests for a specific goalkeeper.,2025-09-03
instagram,DMp_4wOsDeo,Onze nummer 1 keeper graag!,Desire for goalkeeper,18.06,19.46,62.48,neutral,→ Communicate match broadcast locations clearly.,2025-09-03
instagram,DMp_4wOsDeo,waar is het woensdag te zien??,Match broadcast location,8.51,9.9,81.59,neutral,→ Facilitate fan requests for a specific goalkeeper.,2025-09-03
instagram,DMp_4wOsDeo,Geef mij olij maar op doel zondag,Goalkeeper request,10.56,17.58,71.86,neutral,UNKNOWN,2025-09-03
instagram,DMp_4wOsDeo,Poging tot eigen doelpunt van Joey Veerman?,Veerman goal,8.19,17.09,74.72,neutral,→ Recommendation: Highlight Veerman’s goal-scoring ability in fan engagement campaigns.,2025-09-03
instagram,DMp_4wOsDeo,,,15.81,19.73,64.45,neutral,→ Recommendation: Engage with fans directly to understand their perspectives.,2025-09-03
instagram,DMpwD3LMJi4,👏👏👏,Positive sentiment,8.52,82.46,9.02,positive,→ Recommendation: Amplify positive fan sentiment across all channels.,2025-09-03
instagram,DMpwD3LMJi4,Wees er maar weer trots op dat al jullie beste spelers nu ergens anders samen spelen,Departing players,33.23,9.53,57.24,neutral,→ Recommendation: Develop a strategy to manage departing player transitions.,2025-09-03
instagram,DMpwD3LMJi4,🤮,Negative sentiment,76.33,8.24,15.42,negative,→ Recommendation: Analyze Simon’s performance and address any observed decline.,2025-09-03
instagram,DMpwD3LMJi4,simons looks like he aged 10 years,Simon’s fitness,26.31,13.42,60.26,neutral,→ Recommendation: Monitor Chelsea’s interest in Simon closely and prepare for a potential transfer.,2025-09-03
instagram,DMpwD3LMJi4,Xavi simons to chelsea here we go,Simon’s transfer to Chelsea,7.85,26.75,65.4,neutral,→ Recommendation: Investigate the reasons behind inconsistent image perception.,2025-09-03
instagram,DMpwD3LMJi4,Same picture different vibes,Image perception,11.25,14.51,74.23,neutral,→ Recommendation: Continue to encourage and celebrate positive fan feedback.,2025-09-03
instagram,DMpwD3LMJi4,🔥🔥🔥,Positive sentiment,8.47,81.55,9.99,positive,→ Recommendation: Facilitate discussions around player departures to manage fan expectations.,2025-09-03
instagram,DMpwD3LMJi4,Jo der eine kommt... der andere geht 🙈,Player departures,35.25,7.78,56.98,neutral,→ Recommendation: Recognize and promote the Lasso celebration’s popularity.,2025-09-03
instagram,DMmj21isptX,Lasso Topper 🖤🤍💚🐎,Lasso celebration,8.43,83.13,8.43,positive,→ Recommendation: Leverage Lasso enthusiasm to build brand loyalty.,2025-09-03
instagram,DMmj21isptX,Lasso 💚💚💚,Lasso enthusiasm,8.49,83.03,8.49,positive,→ Recommendation: Initiate a review of the tactical system based on fan feedback.,2025-09-03
instagram,DMmj21isptX,If he has the right coach playing the right system.... 😮,Tactical system needs review,30.71,11.57,57.73,neutral,→ Recommendation: Showcase Plea's goal-scoring contributions prominently.,2025-09-03
instagram,DMmj21isptX,Plea the goal Mashine! Greetz vom Borussia! 🔥,Plea goal praise,8.48,81.9,9.62,positive,→ Recommendation: Capitalize on Lasso’s emotional connection with fans.,2025-09-03
instagram,DMmj21isptX,Lasso 💔🖤🤍💚,Lasso heartbreak,58.74,12.48,28.78,negative,→ Recommendation: Promote brand recognition through consistent visual elements.,2025-09-03
instagram,DMmj21isptX,🖤🤍💚,Brand affinity,8.15,75.32,16.52,positive,→ Recommendation: Encourage fan interaction on Simon’s performance.,2025-09-03
instagram,DMmj21isptX,,,15.81,19.73,64.45,neutral,→ Recommendation: Respond to fan sentiments proactively and authentically.,2025-09-03
instagram,DMpoQH2MXsG,😍,Positive sentiment,8.47,83.06,8.47,positive,UNKNOWN,2025-09-03
instagram,DMpoQH2MXsG,Que grandes con flow dentro y fuera de la cancha 🔥,Player performance (outside),8.01,71.61,20.38,positive,UNKNOWN,2025-09-03
instagram,DMpoQH2MXsG,Me encanta 👏,Positive sentiment,8.53,82.63,8.84,positive,UNKNOWN,2025-09-03
instagram,DMpoQH2MXsG,🔥,Fan enthusiasm,8.49,83.02,8.49,positive,→ Recommendation: Amplify positive fan sentiment across all platforms.,2025-09-03
instagram,DMpoQH2MXsG,🙌,Fan enthusiasm,8.44,83.12,8.44,positive,→ Recommendation: Assess Ev Sanders’ fitness level to optimize her performance.,2025-09-03
instagram,DMpoQH2MXsG,@evysanderss,Ev Sanders,8.07,20.96,70.97,neutral,→ Recommendation: Highlight vd Berg’s debut and potential within marketing campaigns.,2025-09-03
instagram,DMpoQH2MXsG,🔥🔥🔥👏,Fan enthusiasm,8.44,83.13,8.44,positive,→ Recommendation: Strengthen fan engagement through interactive content and community initiatives.,2025-09-03
instagram,DMpoQH2MXsG,Deze 2 gaan we toch zeker genieten,vd Berg debut,8.04,22.13,69.83,neutral,→ Recommendation: Develop a clearer explanation of the rules for fans.,2025-09-03
instagram,DMpoQH2MXsG,🤝,Fan enthusiasm,8.54,82.93,8.54,positive,→ Recommendation: Investigate the specific weaknesses within Barcelona's youth team.,2025-09-03
instagram,DMPpxjSMfH1,👏👏👏,Fan enthusiasm,8.45,83.09,8.45,positive,→ Recommendation: Recognize and address player frustration proactively through communication.,2025-09-03
instagram,DMPpxjSMfH1,Eus glowup season,Eus tactical approach,8.08,22.2,69.72,neutral,→ Recommendation: Craft messages that foster greater PSV pride in response to rival teams.,2025-09-03
instagram,DMPpxjSMfH1,"Veel talent wat de kans gaat krijgen. En ik voorspel, dat vd Berg zijn eredivisie debut gaat maken. Daar zit onzettend veel progressie in",vd Berg progress,7.65,42.55,49.79,neutral,→ Recommendation: Provide a more detailed account of the hockey rules for fan comprehension.,2025-09-03
instagram,DMPpxjSMfH1,Sterk,Positive assessment,7.9,67.15,24.95,positive,→ Recommendation: Review and clarify the rules regarding yellow cards to avoid confusion.,2025-09-03
instagram,DMPpxjSMfH1,🔥🔥🔥,Fan enthusiasm,8.47,83.06,8.47,positive,→ Recommendation: Increase fan engagement with player-focused content.,2025-09-03
instagram,DMPfjV7sJ2J,😮😮😮,Player frustration,69.38,7.98,22.63,negative,→ Recommendation: Encourage fan participation through interactive polls and Q&A sessions.,2025-09-03
instagram,DMPfjV7sJ2J,❤️,Fan enthusiasm,8.47,83.07,8.47,positive,→ Recommendation: Support Lasso’s recovery and rebuild efforts through targeted messaging.,2025-09-03
instagram,DMPfjV7sJ2J,Goede regels🔥,Regels clarity,7.81,64.48,27.71,positive,→ Recommendation: Implement strategies to alleviate player frustration effectively.,2025-09-03
instagram,DMPfjV7sJ2J,Hockey regels 😋,Hockey rules,7.68,59.62,32.7,positive,UNKNOWN,2025-09-03
instagram,DMPfjV7sJ2J,De Valk !!!!!⬛️🟨,Vermeer yellow card,27.84,15.6,56.56,neutral,UNKNOWN,2025-09-03
instagram,DMPfjV7sJ2J,Hoe heeft barca maar 2 beker gewonnen in deze jeugd cup had minimaal 10 moeten hebben,Barca youth team weaknesses,46.39,7.68,45.93,negative,UNKNOWN,2025-09-03
instagram,DMPfjV7sJ2J,bro mijn amateur club heeft het ooit gewonnen 😭,Amateur club sentiment,39.42,10.67,49.91,neutral,UNKNOWN,2025-09-03
